checking_status,duration,loan_history,purpose,loan_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_loans,job,num_dependents,own_telephone,foreign_worker,accepted,label,foreign_worker_binary,checking_status_ordinal,savings_status_ordinal,employment_ordinal,installment_commitment_ordinal
0_to_200DM,36.0,Existing_loans_paid_till_now,radio/television,2323.0,<100DM,4_to_7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,24.0,none,rent,q1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,2.0,4.0
None,6.0,Delay_in_past,radio/television,932.0,<100DM,1_to_4yrs,3.0,female_divorced/separated/married,None,2.0,real_estate,24.0,none,own,n1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,3.0
0_to_200DM,9.0,Critical_acct_other_loans_existing,furniture/equipment,1919.0,<100DM,4_to_7yrs,4.0,male_single,None,3.0,car_or_other_nonsavings,35.0,none,rent,1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,2.0,4.0
None,12.0,Existing_loans_paid_till_now,used_car,2445.0,Unknown_or_no_savings_acct,<1yr,2.0,male_married/widowed,None,4.0,car_or_other_nonsavings,26.0,none,rent,1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,0.0,2.0
0_to_200DM,24.0,Critical_acct_other_loans_existing,other,11938.0,<100DM,1_to_4yrs,2.0,male_single,co-applicant,3.0,car_or_other_nonsavings,39.0,none,own,22,management_self-employed_highly_qualified/officer,2.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,1.0,2.0
None,18.0,All_loans_paid_duly,new_car,6458.0,<100DM,>7yrs,2.0,male_single,None,4.0,unknown/no_property,39.0,bank,own,22,management_self-employed_highly_qualified/officer,2.0,Yes,yes,1.0,1.0,1.0,-1.0,0.0,3.0,2.0
0_to_200DM,12.0,Existing_loans_paid_till_now,new_car,6078.0,<100DM,4_to_7yrs,2.0,male_single,None,2.0,car_or_other_nonsavings,32.0,none,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,2.0,2.0
<0DM,24.0,Existing_loans_paid_till_now,furniture/equipment,7721.0,Unknown_or_no_savings_acct,<1yr,1.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,30.0,none,own,rx1,skilled_employee/official,1.0,Yes,no,2.0,0.0,0.0,0.0,-1.0,0.0,1.0
0_to_200DM,14.0,Existing_loans_paid_till_now,business,1410.0,500_to_1000DM,>7yrs,1.0,male_married/widowed,None,2.0,real_estate,35.0,none,own,z1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,2.0,3.0,1.0
0_to_200DM,6.0,Delay_in_past,business,1449.0,100_to_500DM,>7yrs,1.0,male_divorced/separated,None,2.0,car_or_other_nonsavings,31.0,bank,own,c22,skilled_employee/official,2.0,No,yes,2.0,0.0,1.0,1.0,1.0,3.0,1.0
>200DM,15.0,Existing_loans_paid_till_now,education,392.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,23.0,none,rent,p1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,2.0,0.0,0.0,4.0
0_to_200DM,18.0,Existing_loans_paid_till_now,new_car,6260.0,<100DM,4_to_7yrs,3.0,male_single,None,3.0,real_estate,28.0,none,rent,1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,2.0,3.0
None,36.0,Critical_acct_other_loans_existing,new_car,7855.0,<100DM,1_to_4yrs,4.0,female_divorced/separated/married,None,2.0,real_estate,25.0,stores,own,hh22,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,-1.0,0.0,1.0,4.0
<0DM,12.0,Existing_loans_paid_till_now,radio/television,1680.0,500_to_1000DM,>7yrs,3.0,male_married/widowed,None,1.0,real_estate,35.0,none,own,g1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,2.0,3.0,3.0
None,48.0,Critical_acct_other_loans_existing,radio/television,3578.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_single,None,1.0,real_estate,47.0,none,own,1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,4.0
<0DM,42.0,Existing_loans_paid_till_now,radio/television,7174.0,Unknown_or_no_savings_acct,4_to_7yrs,4.0,female_divorced/separated/married,None,3.0,car_or_other_nonsavings,30.0,none,own,z1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,0.0,-1.0,2.0,4.0
<0DM,10.0,Critical_acct_other_loans_existing,furniture/equipment,2132.0,Unknown_or_no_savings_acct,<1yr,2.0,female_divorced/separated/married,co-applicant,3.0,real_estate,27.0,none,rent,w22,skilled_employee/official,1.0,No,no,2.0,0.0,0.0,0.0,-1.0,0.0,2.0
<0DM,33.0,Critical_acct_other_loans_existing,furniture/equipment,4281.0,500_to_1000DM,1_to_4yrs,1.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,23.0,none,own,22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,2.0,1.0,1.0
0_to_200DM,12.0,Critical_acct_other_loans_existing,new_car,2366.0,500_to_1000DM,4_to_7yrs,3.0,male_divorced/separated,None,3.0,car_or_other_nonsavings,36.0,none,own,1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,1.0,2.0,2.0,3.0
<0DM,21.0,Existing_loans_paid_till_now,radio/television,1835.0,<100DM,1_to_4yrs,3.0,female_divorced/separated/married,None,2.0,real_estate,25.0,none,own,x22,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,1.0,3.0
None,24.0,Critical_acct_other_loans_existing,used_car,3868.0,<100DM,>7yrs,4.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,41.0,none,rent,22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
None,12.0,Existing_loans_paid_till_now,furniture/equipment,1768.0,<100DM,1_to_4yrs,3.0,male_single,None,2.0,real_estate,24.0,none,rent,ziu1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,3.0
>200DM,10.0,Critical_acct_other_loans_existing,new_car,781.0,<100DM,>7yrs,4.0,male_single,None,4.0,unknown/no_property,63.0,none,for_free,22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,2.0,0.0,3.0,4.0
0_to_200DM,18.0,Existing_loans_paid_till_now,furniture/equipment,1924.0,Unknown_or_no_savings_acct,<1yr,4.0,female_divorced/separated/married,None,3.0,real_estate,27.0,none,rent,j1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,-1.0,0.0,4.0
<0DM,12.0,Critical_acct_other_loans_existing,new_car,2121.0,<100DM,1_to_4yrs,4.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,30.0,none,own,m22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,4.0
<0DM,12.0,Existing_loans_paid_till_now,radio/television,701.0,<100DM,1_to_4yrs,4.0,male_married/widowed,None,2.0,real_estate,40.0,none,own,1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,4.0
0_to_200DM,12.0,Existing_loans_paid_till_now,repairs,639.0,<100DM,1_to_4yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,30.0,none,own,1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,1.0,4.0
0_to_200DM,12.0,Critical_acct_other_loans_existing,used_car,1860.0,<100DM,unemployed,4.0,male_single,None,2.0,car_or_other_nonsavings,34.0,none,own,tq22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,-1.0,4.0
<0DM,12.0,Critical_acct_other_loans_existing,new_car,3499.0,<100DM,1_to_4yrs,3.0,female_divorced/separated/married,co-applicant,2.0,real_estate,29.0,none,own,22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,1.0,3.0
0_to_200DM,48.0,Existing_loans_paid_till_now,new_car,8487.0,Unknown_or_no_savings_acct,4_to_7yrs,1.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,24.0,none,own,c1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,-1.0,2.0,1.0
<0DM,36.0,Delay_in_past,education,6887.0,<100DM,1_to_4yrs,4.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,29.0,stores,own,m1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,1.0,4.0
None,15.0,Existing_loans_paid_till_now,furniture/equipment,2708.0,<100DM,<1yr,2.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,27.0,bank,own,t22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,0.0,2.0
None,18.0,Existing_loans_paid_till_now,furniture/equipment,1984.0,<100DM,1_to_4yrs,4.0,male_single,None,4.0,unknown/no_property,47.0,bank,for_free,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
None,60.0,Existing_loans_paid_till_now,radio/television,10144.0,100_to_500DM,4_to_7yrs,2.0,female_divorced/separated/married,None,4.0,real_estate,21.0,none,own,b1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,1.0,2.0,2.0
None,12.0,Critical_acct_other_loans_existing,radio/television,1240.0,Unknown_or_no_savings_acct,>7yrs,4.0,female_divorced/separated/married,None,2.0,real_estate,38.0,none,own,b22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,4.0
None,27.0,Delay_in_past,used_car,8613.0,>1000DM,1_to_4yrs,2.0,male_single,None,2.0,car_or_other_nonsavings,27.0,none,own,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,3.0,1.0,2.0
0_to_200DM,12.0,Existing_loans_paid_till_now,radio/television,766.0,500_to_1000DM,1_to_4yrs,4.0,male_single,None,3.0,real_estate,66.0,none,own,h1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,1.0,2.0,1.0,4.0
0_to_200DM,15.0,Critical_acct_other_loans_existing,radio/television,2728.0,Unknown_or_no_savings_acct,4_to_7yrs,4.0,male_single,guarantor,2.0,real_estate,35.0,bank,own,333,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,-1.0,2.0,4.0
>200DM,12.0,Existing_loans_paid_till_now,radio/television,1881.0,<100DM,1_to_4yrs,2.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,44.0,none,rent,cis1,unskilled_resident,1.0,Yes,yes,2.0,0.0,1.0,2.0,0.0,1.0,2.0
>200DM,6.0,Existing_loans_paid_till_now,new_car,709.0,>1000DM,<1yr,2.0,male_married/widowed,None,2.0,real_estate,27.0,none,own,g1,unemployed/unskilled_nonresident,1.0,No,no,2.0,0.0,0.0,2.0,3.0,0.0,2.0
0_to_200DM,36.0,Existing_loans_paid_till_now,radio/television,4795.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,1.0,unknown/no_property,30.0,none,own,1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,0.0,4.0
<0DM,27.0,Existing_loans_paid_till_now,radio/television,3416.0,<100DM,1_to_4yrs,3.0,male_single,None,2.0,car_or_other_nonsavings,27.0,none,own,f1,management_self-employed_highly_qualified/officer,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,3.0
<0DM,18.0,Existing_loans_paid_till_now,furniture/equipment,2462.0,<100DM,1_to_4yrs,2.0,male_single,None,2.0,car_or_other_nonsavings,22.0,none,own,c1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,1.0,2.0
None,21.0,Critical_acct_other_loans_existing,furniture/equipment,2288.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,23.0,none,own,j1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,0.0,4.0
0_to_200DM,48.0,All_loans_paid_duly,business,3566.0,100_to_500DM,4_to_7yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,30.0,none,own,s1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,1.0,2.0,4.0
<0DM,6.0,Critical_acct_other_loans_existing,new_car,860.0,<100DM,>7yrs,1.0,female_divorced/separated/married,None,4.0,unknown/no_property,39.0,none,own,a22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,0.0,0.0,3.0,1.0
None,12.0,Critical_acct_other_loans_existing,new_car,682.0,100_to_500DM,4_to_7yrs,4.0,female_divorced/separated/married,None,3.0,car_or_other_nonsavings,51.0,none,own,z22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,1.0,2.0,4.0
<0DM,36.0,Critical_acct_other_loans_existing,furniture/equipment,5371.0,<100DM,1_to_4yrs,3.0,male_single,guarantor,2.0,building_society_savings_agreement/life_insurance,28.0,none,own,r22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,3.0
None,18.0,Critical_acct_other_loans_existing,radio/television,1582.0,>1000DM,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,46.0,none,own,v22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,3.0,3.0,4.0
None,6.0,Existing_loans_paid_till_now,radio/television,1346.0,100_to_500DM,>7yrs,2.0,male_single,None,4.0,unknown/no_property,42.0,bank,for_free,1,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,-1.0,1.0,3.0,2.0
None,10.0,Existing_loans_paid_till_now,radio/television,1924.0,<100DM,1_to_4yrs,1.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,38.0,none,own,1,skilled_employee/official,1.0,Yes,no,2.0,0.0,0.0,-1.0,0.0,1.0,1.0
>200DM,36.0,Existing_loans_paid_till_now,radio/television,5848.0,<100DM,1_to_4yrs,4.0,male_single,None,1.0,car_or_other_nonsavings,24.0,none,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,2.0,0.0,1.0,4.0
0_to_200DM,24.0,Critical_acct_other_loans_existing,used_car,7758.0,>1000DM,>7yrs,2.0,female_divorced/separated/married,None,4.0,unknown/no_property,29.0,none,rent,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,3.0,3.0,2.0
0_to_200DM,24.0,Delay_in_past,business,6967.0,100_to_500DM,4_to_7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,36.0,none,rent,n1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,1.0,1.0,2.0,4.0
<0DM,12.0,Existing_loans_paid_till_now,furniture/equipment,1282.0,<100DM,1_to_4yrs,2.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,20.0,none,rent,k1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,1.0,2.0
<0DM,9.0,Critical_acct_other_loans_existing,repairs,1288.0,100_to_500DM,>7yrs,3.0,male_single,guarantor,4.0,real_estate,48.0,none,own,ce22,skilled_employee/official,2.0,No,no,2.0,0.0,0.0,0.0,1.0,3.0,3.0
<0DM,12.0,All_loans_paid_duly,retraining,339.0,<100DM,>7yrs,4.0,male_married/widowed,None,1.0,car_or_other_nonsavings,45.0,bank,own,1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,3.0,4.0
0_to_200DM,24.0,Existing_loans_paid_till_now,new_car,3512.0,100_to_500DM,4_to_7yrs,2.0,male_single,None,3.0,car_or_other_nonsavings,38.0,bank,own,w22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,1.0,2.0,2.0
None,6.0,Critical_acct_other_loans_existing,radio/television,1898.0,Unknown_or_no_savings_acct,1_to_4yrs,1.0,male_single,None,2.0,real_estate,34.0,none,own,e22,unskilled_resident,2.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,1.0,1.0
None,24.0,Critical_acct_other_loans_existing,radio/television,2872.0,100_to_500DM,>7yrs,3.0,male_single,None,4.0,real_estate,36.0,none,own,o1,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,-1.0,1.0,3.0,3.0
None,18.0,Critical_acct_other_loans_existing,new_car,1055.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,1.0,building_society_savings_agreement/life_insurance,30.0,none,own,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,0.0,4.0
None,15.0,Existing_loans_paid_till_now,domestic_appliances,1262.0,500_to_1000DM,4_to_7yrs,4.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,36.0,none,own,i22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,2.0,2.0,4.0
0_to_200DM,10.0,Existing_loans_paid_till_now,new_car,7308.0,<100DM,unemployed,2.0,male_single,None,4.0,unknown/no_property,70.0,bank,for_free,iw1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,-1.0,2.0
None,36.0,Existing_loans_paid_till_now,new_car,909.0,500_to_1000DM,>7yrs,4.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,36.0,none,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,2.0,3.0,4.0
None,6.0,Existing_loans_paid_till_now,furniture/equipment,2978.0,500_to_1000DM,1_to_4yrs,1.0,male_single,None,2.0,car_or_other_nonsavings,32.0,none,own,g1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,2.0,1.0,1.0
<0DM,18.0,Existing_loans_paid_till_now,furniture/equipment,1131.0,<100DM,unemployed,4.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,33.0,none,own,s1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,-1.0,4.0
0_to_200DM,11.0,Existing_loans_paid_till_now,furniture/equipment,1577.0,>1000DM,<1yr,4.0,female_divorced/separated/married,None,1.0,real_estate,20.0,none,own,yl1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,3.0,0.0,4.0
None,24.0,Existing_loans_paid_till_now,furniture/equipment,3972.0,<100DM,4_to_7yrs,2.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,25.0,none,rent,t1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,2.0,2.0
0_to_200DM,24.0,Critical_acct_other_loans_existing,business,1935.0,<100DM,>7yrs,4.0,male_divorced/separated,None,4.0,real_estate,31.0,none,own,fd22,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,3.0,4.0
<0DM,15.0,No_loans_taken_or_all_paid,new_car,950.0,<100DM,>7yrs,4.0,male_single,None,3.0,car_or_other_nonsavings,33.0,none,rent,h22,skilled_employee/official,2.0,No,yes,1.0,1.0,1.0,0.0,0.0,3.0,4.0
None,12.0,Existing_loans_paid_till_now,furniture/equipment,763.0,<100DM,1_to_4yrs,4.0,female_divorced/separated/married,None,1.0,real_estate,26.0,none,own,u1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
0_to_200DM,24.0,Delay_in_past,furniture/equipment,2064.0,<100DM,unemployed,3.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,34.0,none,own,rcl1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,-1.0,3.0
0_to_200DM,8.0,Existing_loans_paid_till_now,radio/television,1414.0,<100DM,1_to_4yrs,4.0,male_single,guarantor,2.0,real_estate,33.0,none,own,y1,skilled_employee/official,1.0,No,no,2.0,0.0,0.0,1.0,0.0,1.0,4.0
<0DM,21.0,Delay_in_past,education,3414.0,<100DM,<1yr,2.0,male_single,None,1.0,building_society_savings_agreement/life_insurance,26.0,none,own,k22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,0.0,2.0
None,30.0,All_loans_paid_duly,used_car,7485.0,Unknown_or_no_savings_acct,unemployed,4.0,female_divorced/separated/married,None,1.0,real_estate,53.0,bank,own,x1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,-1.0,-1.0,-1.0,4.0
<0DM,12.0,Existing_loans_paid_till_now,furniture/equipment,2577.0,<100DM,1_to_4yrs,2.0,male_divorced/separated,None,1.0,car_or_other_nonsavings,42.0,none,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,2.0
<0DM,6.0,Critical_acct_other_loans_existing,radio/television,338.0,500_to_1000DM,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,52.0,none,own,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,2.0,3.0,4.0
None,12.0,Existing_loans_paid_till_now,radio/television,1963.0,<100DM,4_to_7yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,31.0,none,rent,k22,management_self-employed_highly_qualified/officer,2.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,2.0,4.0
<0DM,21.0,Critical_acct_other_loans_existing,new_car,571.0,<100DM,>7yrs,4.0,male_single,None,4.0,real_estate,65.0,none,own,yi22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,3.0,4.0
None,36.0,Delay_in_past,business,9572.0,<100DM,<1yr,1.0,male_divorced/separated,None,1.0,car_or_other_nonsavings,28.0,none,own,d22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,-1.0,0.0,0.0,1.0
0_to_200DM,36.0,Delay_in_past,business,4455.0,<100DM,1_to_4yrs,2.0,male_divorced/separated,None,2.0,real_estate,30.0,stores,own,22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,1.0,2.0
<0DM,21.0,All_loans_paid_duly,new_car,1647.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,40.0,none,own,g22,unskilled_resident,2.0,No,yes,1.0,1.0,1.0,0.0,-1.0,1.0,4.0
None,24.0,Critical_acct_other_loans_existing,furniture/equipment,3777.0,>1000DM,1_to_4yrs,4.0,male_single,None,4.0,real_estate,50.0,none,own,fe1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,3.0,1.0,4.0
0_to_200DM,18.0,Critical_acct_other_loans_existing,new_car,884.0,<100DM,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,36.0,bank,own,k1,skilled_employee/official,2.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,3.0,4.0
None,15.0,Critical_acct_other_loans_existing,radio/television,1360.0,<100DM,1_to_4yrs,4.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,31.0,none,own,rr22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
0_to_200DM,9.0,All_loans_paid_duly,used_car,5129.0,<100DM,>7yrs,2.0,female_divorced/separated/married,None,4.0,unknown/no_property,74.0,bank,for_free,z1,management_self-employed_highly_qualified/officer,2.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,3.0,2.0
0_to_200DM,16.0,Critical_acct_other_loans_existing,new_car,1175.0,<100DM,unemployed,2.0,male_single,None,3.0,car_or_other_nonsavings,68.0,none,for_free,qd333,unemployed/unskilled_nonresident,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,-1.0,2.0
<0DM,12.0,Existing_loans_paid_till_now,radio/television,674.0,100_to_500DM,4_to_7yrs,4.0,male_married/widowed,None,1.0,building_society_savings_agreement/life_insurance,20.0,none,own,1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,1.0,2.0,4.0
0_to_200DM,18.0,No_loans_taken_or_all_paid,furniture/equipment,3244.0,<100DM,1_to_4yrs,1.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,33.0,bank,own,e22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,1.0,1.0
None,24.0,Existing_loans_paid_till_now,business,4591.0,>1000DM,1_to_4yrs,2.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,54.0,none,own,o333,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,-1.0,3.0,1.0,2.0
0_to_200DM,48.0,No_loans_taken_or_all_paid,business,3844.0,100_to_500DM,4_to_7yrs,4.0,male_single,None,4.0,unknown/no_property,34.0,none,for_free,on1,unskilled_resident,2.0,No,yes,1.0,1.0,1.0,1.0,1.0,2.0,4.0
0_to_200DM,27.0,Existing_loans_paid_till_now,business,3915.0,<100DM,1_to_4yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,36.0,none,own,k1,skilled_employee/official,2.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,1.0,4.0
None,6.0,Existing_loans_paid_till_now,radio/television,2108.0,<100DM,4_to_7yrs,2.0,male_married/widowed,None,2.0,real_estate,29.0,none,rent,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,2.0,2.0
0_to_200DM,45.0,Existing_loans_paid_till_now,radio/television,3031.0,100_to_500DM,1_to_4yrs,4.0,male_single,guarantor,4.0,building_society_savings_agreement/life_insurance,21.0,none,rent,f1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,1.0,1.0,4.0
0_to_200DM,9.0,Critical_acct_other_loans_existing,education,1501.0,<100DM,>7yrs,2.0,female_divorced/separated/married,None,3.0,car_or_other_nonsavings,34.0,none,own,22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,3.0,2.0
None,6.0,Critical_acct_other_loans_existing,radio/television,1382.0,<100DM,1_to_4yrs,1.0,female_divorced/separated/married,None,1.0,car_or_other_nonsavings,28.0,none,own,t22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,1.0,1.0
